"Symbol","Companies","Sector","Industry"
"TNDM","Tandem Diabetes Care Inc.","Health Care","Medical/Dental Instruments"
"TNGO","Tangoe Inc.","Technology","Computer Software: Prepackaged Software"
"TORM          ","TOR Minerals International Inc","Basic Industries","Major Chemicals"
"TOUR","Tuniu Corporation","Consumer Services","Transportation Services"
"TQNT","TriQuint Semiconductor Inc.","Technology","Semiconductors"
"TRAK","Dealertrack Technologies Inc.","Technology","EDP Services"
"TRGT","Targacept Inc.","Health Care","Major Pharmaceuticals"
"TRIB","Trinity Biotech plc","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances"
"TRIV","TriVascular Technologies Inc.","Health Care","Medical/Dental Instruments"
"TRMB","Trimble Navigation Limited","Capital Goods","Industrial Machinery/Components"
"TRNX","Tornier N.V.","Health Care","Industrial Specialties"
"TROW","T. Rowe Price Group Inc.","Finance","Investment Bankers/Brokers/Service"
"TRS","TriMas Corporation","Capital Goods","Industrial Specialties"
"TRTL","Terrapin 3 Acquisition Corporation","Others","Others"
"TRTLU","Terrapin 3 Acquisition Corporation","Finance","Business Services"
"TRTLW","Terrapin 3 Acquisition Corporation","Others","Others"
"TRUE","TrueCar Inc.","Technology","Computer Software: Programming/ Data Processing"
"TRVN","Trevena Inc.","Health Care","Major Pharmaceuticals"
"TSC","TriState Capital Holdings Inc.","Finance","Major Banks"
"TSCO","Tractor Supply Company","Consumer Services","RETAIL: Building Materials"
"TSEM","Tower Semiconductor Ltd.","Technology","Semiconductors"
"TSLA","Tesla Motors Inc.","Capital Goods","Auto Manufacturing"
"TSRA","Tessera Technologies Inc.","Technology","Semiconductors"
"TSRE","Trade Street Residential Inc.","Consumer Services","Real Estate Investment Trusts"
"TSRO","TESARO Inc.","Health Care","Major Pharmaceuticals"
"TSYS","TeleCommunication Systems Inc.","Technology","Computer Software: Prepackaged Software"
"TTEC","TeleTech Holdings Inc.","Technology","Professional Services"
"TTEK","Tetra Tech Inc.","Consumer Services","Military/Government/Technical"
"TTGT","TechTarget Inc.","Miscellaneous","Business Services"
"TTMI","TTM Technologies Inc.","Technology","Electrical Products"
"TTOO","T2 Biosystems Inc.","Health Care","Medical/Dental Instruments"
"TTPH","Tetraphase Pharmaceuticals Inc.","Health Care","Major Pharmaceuticals"
"TTWO","Take-Two Interactive Software Inc.","Technology","Computer Software: Prepackaged Software"
"TUBE","TubeMogul Inc.","Technology","Computer Software: Prepackaged Software"
"TUES","Tuesday Morning Corp.","Consumer Services","Department/Specialty Retail Stores"
"TWOU","2U Inc.","Technology","Computer Software: Prepackaged Software"
"TWTC","tw telecom inc.","Public Utilities","Telecommunications Equipment"
"TXRH","Texas Roadhouse Inc.","Consumer Services","Restaurants"
"TYPE","Monotype Imaging Holdings Inc.","Technology","EDP Services"
"UACL","Universal Truckload Services Inc.","Transportation","Trucking Freight/Courier Services"
"UBIC","UBIC Inc.","Technology","EDP Services"
"UBNT","Ubiquiti Networks Inc.","Technology","Radio And Television Broadcasting And Communications Equipment"
"UCTT","Ultra Clean Holdings Inc.","Technology","Semiconductors"
"UEIC","Universal Electronics Inc.","Consumer Non-Durables","Consumer Electronics/Appliances"
"UEPS","Net 1 UEPS Technologies Inc.","Finance","Investment Bankers/Brokers/Service"
"UFPI","Universal Forest Products Inc.","Basic Industries","Forest Products"
"UFPT","UFP Technologies Inc.","Capital Goods","Containers/Packaging"
"ULBI","Ultralife Corporation","Miscellaneous","Industrial Machinery/Components"
"ULTA","Ulta Salon Cosmetics & Fragrance Inc.","Consumer Services","Other Specialty Stores"
"ULTI","The Ultimate Software Group Inc.","Technology","Computer Software: Prepackaged Software"
"ULTR","Ultrapetrol (Bahamas) Limited","Transportation","Marine Transportation"
"UNFI","United Natural Foods Inc.","Consumer Non-Durables","Food Distributors"
"URBN","Urban Outfitters Inc.","Consumer Services","Clothing/Shoe/Accessory Stores"
"USAK","USA Truck Inc.","Transportation","Trucking Freight/Courier Services"
"USAP","Universal Stainless & Alloy Products Inc.","Basic Industries","Steel/Iron Ore"
"USTR","United Stationers Inc.","Consumer Services","Paper"
"UTEK","Ultratech Inc.","Technology","Industrial Machinery/Components"
"UTHR","United Therapeutics Corporation","Health Care","Major Pharmaceuticals"
"UTIW","UTi Worldwide Inc.","Transportation","Oil Refining/Marketing"
"UTSI","UTStarcom Holdings Corp","Consumer Durables","Telecommunications Equipment"
"VALU","Value Line Inc.","Finance","Investment Managers"
"VASC","Vascular Solutions Inc.","Health Care","Medical/Dental Instruments"
"VBLT","Vascular Biogenics Ltd.","Others","Others"
"VBTX","Veritex Holdings Inc.","Others","Others"
"VCYT","Veracyte Inc.","Health Care","Medical Specialities"
"VECO","Veeco Instruments Inc.","Technology","Industrial Machinery/Components"
"VICL","Vical Incorporated","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"VIDE","Video Display Corporation","Capital Goods","Electrical Products"
"VIMC","Vimicro International Corporation","Technology","Semiconductors"
"VISN","VisionChina Media Inc.","Technology","Advertising"
"VIVO","Meridian Bioscience Inc.","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances"
"VLCCF","Knightsbridge Shipping Limited","Consumer Services","Marine Transportation"
"VNDA","Vanda Pharmaceuticals Inc.","Health Care","Major Pharmaceuticals"
"VNET","21Vianet Group Inc.","Technology","Computer Software: Programming/ Data Processing"
"VNOM","Viper Energy Partners LP","Energy","Oil & Gas Production"
"VOLC","Volcano Corporation","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus"
"VPRT","Vistaprint N.V.","Miscellaneous","Publishing"
"VRA","Vera Bradley Inc.","Consumer Non-Durables","Apparel"
"VRNS","Varonis Systems Inc.","Technology","Computer Software: Prepackaged Software"
"VRNT","Verint Systems Inc.","Technology","EDP Services"
"VRSK","Verisk Analytics Inc.","Technology","EDP Services"
"VRSN","VeriSign Inc.","Technology","EDP Services"
"VRTU","Virtusa Corporation","Technology","EDP Services"
"VRTX","Vertex Pharmaceuticals Incorporated","Health Care","Major Pharmaceuticals"
"VSAR","Versartis Inc.","Health Care","Major Pharmaceuticals"
"VSAT","ViaSat Inc.","Technology","Radio And Television Broadcasting And Communications Equipment"
"VSCI","Vision-Sciences Inc.","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus"
"VSTM","Verastem Inc.","Health Care","Major Pharmaceuticals"
"VTAE","Vitae Pharmaceuticals Inc.","Others","Others"
"VTL","Vital Therapies Inc.","Health Care","Major Pharmaceuticals"
"VTSS","Vitesse Semiconductor Corporation","Technology","Semiconductors"
"VVUS","VIVUS Inc.","Health Care","Major Pharmaceuticals"
"VWR","VWR Corporation","Others","Others"
"WATT","Energous Corporation","Technology","Radio And Television Broadcasting And Communications Equipment"
"WAVX","Wave Systems Corp.","Technology","Computer peripheral equipment"
"WB","Weibo Corporation","Technology","Computer Software: Programming/ Data Processing"
"WBB","Westbury Bancorp Inc.","Finance","Major Banks"
"WBKC","Wolverine Bancorp Inc.","Finance","Banks"
"WBMD","WebMD Health Corp","Miscellaneous","Business Services"
"WDFC","WD-40 Company","Basic Industries","Major Chemicals"
"WEBK","Wellesley Bancorp Inc.","Finance","Banks"
"WERN","Werner Enterprises Inc.","Transportation","Trucking Freight/Courier Services"
"WHF","WhiteHorse Finance Inc.","Others","Others"
"WHLR","Wheeler Real Estate Investment Trust Inc.","Consumer Services","Real Estate Investment Trusts"
"WIFI","Boingo Wireless Inc.","Consumer Services","Telecommunications Equipment"
"WIRE","Encore Wire Corporation","Capital Goods","Metal Fabrications"
"WIX","Wix.com Ltd.","Technology","Computer Software: Programming/ Data Processing"
"WLDN","Willdan Group Inc.","Consumer Services","Military/Government/Technical"
"WLFC","Willis Lease Finance Corporation","Consumer Durables","Industrial Specialties"
"WLRHU","WL Ross Holding Corp.","Finance","Business Services"
"WMAR","West Marine Inc.","Consumer Durables","Automotive Aftermarket"
"WMGI","Wright Medical Group Inc.","Health Care","Industrial Specialties"
"WOOF","VCA Inc. ","Consumer Non-Durables","Farming/Seeds/Milling"
"WRES","Warren Resources Inc.","Energy","Oil & Gas Production"
"WRLD","World Acceptance Corporation","Finance","Finance: Consumer Services"
"WSTC","West Corporation","Miscellaneous","Business Services"
"WSTL","Westell Technologies Inc.","Public Utilities","Telecommunications Equipment"
"WYNN","Wynn Resorts Limited","Consumer Services","Hotels/Resorts"
"XENT","Intersect ENT Inc.","Health Care","Medical/Dental Instruments"
"XGTI","XG Technology Inc","Consumer Durables","Telecommunications Equipment"
"XGTIW","XG Technology Inc","Consumer Durables","Telecommunications Equipment"
"XLNX","Xilinx Inc.","Technology","Semiconductors"
"XLRN","Acceleron Pharma Inc.","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"XNCR","Xencor Inc.","Health Care","Major Pharmaceuticals"
"XNET","Xunlei Limited","Technology","Computer Software: Prepackaged Software"
"XNPT","XenoPort Inc.","Health Care","Major Pharmaceuticals"
"XOMA","XOMA Corporation","Health Care","Major Pharmaceuticals"
"XONE","The ExOne Company","Capital Goods","Industrial Machinery/Components"
"XOOM","Xoom Corporation","Finance","Investment Bankers/Brokers/Service"
"XRAY","DENTSPLY International Inc.","Health Care","Medical/Dental Instruments"
"XXIA","Ixia","Capital Goods","Electrical Products"
"YDLE","Yodlee Inc.","Others","Others"
"YHOO","Yahoo! Inc.","Technology","EDP Services"
"YNDX","Yandex N.V.","Technology","Computer Software: Programming/ Data Processing"
"YY","YY Inc.","Technology","EDP Services"
"Z","Zillow Inc.","Miscellaneous","Business Services"
"ZBRA","Zebra Technologies Corporation","Technology","Industrial Machinery/Components"
"ZEUS","Olympic Steel Inc.","Basic Industries","Metal Fabrications"
"ZFGN","Zafgen Inc.","Health Care","Major Pharmaceuticals"
"ZGNX","Zogenix Inc.","Health Care","Major Pharmaceuticals"
"ZINC","Horsehead Holding Corp.","Capital Goods","Metal Fabrications"
"ZLTQ","ZELTIQ Aesthetics Inc.","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus"
"ZNGA","Zynga Inc.","Technology","EDP Services"
"ZSPH","ZS Pharma Inc.","Health Care","Major Pharmaceuticals"
"ZU","zulily inc.","Consumer Services","Catalog/Specialty Distribution"
"ZUMZ","Zumiez Inc.","Consumer Services","Clothing/Shoe/Accessory Stores"
